s.no,text,stanford_sentiment,stanford_qa
1030,"As promised, here's the link to the slides:
https://www.slideshare.net/ocampesato/deep-learning-in-your-browser",neutral,Q
1031,I'm looking forward to meeting all of you in just a few weeks! It'll be a great time of discussion as well as an introduction to this concept of DevRel or Community Qualified Leads.,,
1032,"Hey everyone!! Looking forward to seeing you all at the meetup :). Please post any questions in the comments and I'll be happy to answer them ✨✨ 

(as a side note, please take this time to check that you RSVP'd with your full name!)",positive,unpredcitable
1033,"I was wondering why this meet up is still active and realized this is a long event :)

The presentation used for the meet up https://docs.google.com/presentation/d/14IjHz4I-ystgY95Hw2HN9ZoK8JTZs0mRXNF5ynwNOd8/edit?usp=sharing",negative,unpredcitable
1034,Is this about the Connected Citizens Program for Waze?,neutral,Q
1035,"Hello etiosa, thanks for your interest in our event. Unfortunately, we will not be able to confirm anyone for this event due to space constraints. We extremely sorry for this inconvenience and hope to see you for our future events.",positive,unpredcitable
1036,Thanks for an excellent presentation last night! Looking forward to learning more.,positive,unpredcitable
1037,"For some resources and content I wanted to share:

Todays talks/slides are available here => https://docs.google.com/presentation/d/1n2_MFIfTtca6_lrWfrJGKwQFgnk7nkw-tri84WJo4gM/edit?usp=sharing

The codelabs => 
https://codelabs.developers.google.com/codelabs/first-flutter-app-pt1/index.html
https://codelabs.developers.google.com/codelabs/first-flutter-app-pt2/index.html

The Udacity course for Flutter => https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905",negative,unpredcitable
1038,if anybody is going to event this Saturday from North San Jose then I would like to car pool if space is available.,neutral,Q
1039,"I haven't quite kicked this flu or whatever I have, so to avoid spreading it to the rest of you fine folks I think I'm going to stay at home. Sad to miss the talk, but hope you all have fun!",,
1040,"Nooooo.. I was really looking forward to seeing you. Next time, feel better.",neutral,unpredcitable
1041,"Apologies, we will need to reschedule this talk one more time. Thanks for your patience!",negative,unpredcitable
1042,"It’s been moved already once after no response from the organizer, I doubt it’ll be this week.",neutral,unpredcitable
1043,Is this event still happening? And will there be a location?,neutral,Q
1044,There is more demand each year and the number of slots the GDG gets from Google may be less.,neutral,unpredcitable
1045,Just a few years ago we went to a Google site to register for the I/O NY Event. Now we're directed to sign-up on meetup and wait as a filter is applied,negative,Q
1046,"With Respect to IO at Mountain View or Satellite live IO events at Google Offices, we are not involved in their selection process and we don't have any event place holder. Please don't do personalized attacks. I don't recollect ever meeting you at our GDG meetup's but if you have any concerns please visit our upcoming meetup and feel free to express your concern.",negative,Q
1047,Thanks Erik -- appreciate it :-),positive,unpredcitable
1048,"Thanks so much everyone. I had a great time, and it was nice to meet all of you. I look forward to the next one!",neutral,Q
1049,Oh wow. Totally blanked on this. UGH! Sorry gang :(,negative,unpredcitable
1050,We spent most of the hour staring at the seat where you normally sit. Carter had to lie down for a bit.,negative,unpredcitable
1051,:D,neutral,unpredcitable
1052,Great ! So many different speakers talking about various aspects of being a software engineer.,positive,unpredcitable
1053,"Cool, varied, welcoming, relevant to newbies yet with some technical tips",positive,unpredcitable
1054,I might be driving in for this event. Does anyone know where I can get parking (paid/unpaid: either works fine) ?,neutral,unpredcitable
1055,I've always been able to find street parking within a block or two.,positive,unpredcitable
1056,"Street parking is free after 6pm, and easy pickings on Mission between 6:00 and 6:30.",neutral,unpredcitable
1057,Can boys attend?,neutral,Q
1058,"I need to defend myself here. {:

The ""Prisoner approved"" deployment method is ""whatever you are familiar with"". Unlike other platforms (ahem) which STRONGLY encourage you to use their serverless platform, Google really does let you run anywhere in whatever language you're familiar with.

They have some additional support if you're using node.js in either their environment, or with express.js (which their environment uses behind the scenes)... but if you want to use Java on your personal server, .NET on Azure, or whatever you want on AWS... go for it!

Most of my work I do with Firebase Functions because its easy, but I've run test environments without Firebase, and some of my projects are on AWS Lambda.",,
1059,"Sorry, couldnt join you guys. Weather :/",negative,unpredcitable
1060,Omw... Happy Holidays Y'all!,positive,unpredcitable
1061,"Sorry guys, I won't be able to make it this time. Happy Holidays to everyone!",positive,unpredcitable
1062,Thank you everyone who rsvp'd to our Google Cloud Platform Meetup this month. The details have been finalized and a set date of February 22nd at 6 p.m. has been decided. We look forward to seeing you then!,positive,unpredcitable
1063,"No, no, unfortunately we're not involved in that and I just realized there is a typo. It should be GCP (Google Cloud Platform).",negative,unpredcitable
1064,Inspiring presentations that opened my eyes to what can be built. Enjoyed the food and swag. A Saturday very well spent. Thanks to all the organizers. Let me know where I can fill out that survey.,positive,unpredcitable
1065,Wonderful event as always! Learned a lot 😀,positive,unpredcitable
1066,I gave a workshop on AR Object Tracking for NYCMediaLab a couple of weeks ago. I could do a recap,negative,unpredcitable
1067,Thanks for the quick reply and fix.,positive,unpredcitable
1068,"Hey guys I can’t make it today , anyone feel free to take my spot ! Thanks !!",positive,unpredcitable
1069,Did the location change? My name had been provided Sergei Khramtsov-Templar,neutral,Q
1070,Skyler will help you create a Pong game on Scratch at 3:30pm in Room 227.,positive,unpredcitable
1071,You can access Skyler's presentation here before the workshop:  https://tinyurl.com/SkylerScratchBronx,neutral,unpredcitable
1072,Great! Thanks!,positive,unpredcitable
1073,Cool. You can email me at michelle@inthestacks.tv,neutral,unpredcitable
1074,How wonderful to see so many women coders in one room!,positive,unpredcitable
1075,"Thank you for inviting me, had a great time! Here are Sentinel's slides with links to all its HW and SW components. https://goo.gl/CvK7ZQ",positive,unpredcitable
1076,"We're bummed you won't be here either (we're super bummed to miss CMX)-- maybe we can find someone to film it this time. If you've got any burning questions you think they should answer, let me know.",negative,unpredcitable
1077,DevFest 2017 was amazing. Special thanks to the Organizers and Panelist. I look forward to the next one.,positive,unpredcitable
1078,I would like to say thank you to all speakers who took the time out to share their amazing passions/projects/work and to the organizers for hosting this fantastic event. I learned a lot and look forward to participating more in the future.,,
1079,So fun! I learned a lot,positive,unpredcitable
1080,"Thanks to the organizers, attendees, and other speakers for a great DevFest! Was great talking to many of you, and I hope to work with many of you as you develop some awesome actions. My slides are currently available at http://prisoner.com/ubi/, and I hope to have video from the event soon.",positive,unpredcitable
