s.no,text,labelled_sentiment,stanford_sentiment,stanford_qa
2839,"Undecided how i feel about new #microsoft #searchengine idea, but could be cool minus the whole celebrity impersonation http://t.co/BdfKJGkz",neutral,neutral,unpredcitable
2840,#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh,neutral,neutral,unpredcitable
2841,"RT @UMDNews: The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/k ...",neutral,neutral,unpredcitable
2842,@bitwizards I'm Chillin in #Microsoft Commons at #CIO Summit  http://t.co/kj890KmF,neutral,neutral,Q
2843,RT @drkhan: Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault,neutral,neutral,unpredcitable
2844,"At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)",neutral,neutral,unpredcitable
2845,@Brittjje #MICROSOFT,neutral,neutral,unpredcitable
2846,#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb,neutral,negative,unpredcitable
2847,"#Microsoft bringing #touchscreens to walls, clothes, and more http://t.co/bmQf5wEx #tech",neutral,neutral,unpredcitable
2848,#HPVirtualSystem 4 #Microsoft is the latest solution from HP & Microsoft’s $250 million I2A initiative http://t.co/4VCIUZGL,neutral,negative,unpredcitable
2849,How to install Windows 7 – What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft,neutral,neutral,Q
2850,"#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips 
http://t.co/WJWREFjJ",neutral,neutral,unpredcitable
2851,#pardus SecureBoot'a Karşı Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft,neutral,neutral,unpredcitable
2852,#Microsoft #Office: A #Shortcut To #Find Your #Microsoft #Office #Documents http://t.co/QojWxB50 via @ibad.info,neutral,positive,unpredcitable
2853,Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault,neutral,neutral,unpredcitable
2854,Today's #bargain? Check #Microsoft Bluetooth Mobile Keyboard 6000 http://t.co/sXpNubdH  #tech #deals,neutral,neutral,unpredcitable
2855,"Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti… (cont) http://t.co/xyWfXsDL",neutral,negative,unpredcitable
2856,RT @E2EVC: #Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/ ...,neutral,negative,unpredcitable
2857,http://t.co/cBCEFILN - Many-To-Many Control for #Microsoft #LightSwitch,neutral,neutral,unpredcitable
2858,"MS Access: a database, reporting tool, programmable forms w/ VBA, part of MS Office #Microsoft should add web front end admin console/util",neutral,negative,unpredcitable
2859,RT @thomasgoubin: RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;),neutral,neutral,unpredcitable
2860,iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud,neutral,neutral,unpredcitable
2861,#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft,neutral,neutral,unpredcitable
2862,Hanging out at #Microsoft Commons with @VinceMayfield,neutral,neutral,unpredcitable
2863,RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...,neutral,neutral,unpredcitable
2864,Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http://t.co/WGRMnyPi #productivity #office,neutral,neutral,unpredcitable
2865,Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_ballmer,neutral,neutral,unpredcitable
2866,@Rich021 Thank you my friend!  Much appreciated and keep up the great work!  I hope you clean house on #Microsoft #Rewards here! #Retail,neutral,positive,unpredcitable
2867,Creating #Pareto charts using #Microsoft #Excel http://t.co/dXbKq8q8,neutral,neutral,unpredcitable
2868,Project Greenwich 2 be released by #Microsoft Research lets people curate their own personal history http://t.co/ocre5FwU,neutral,negative,unpredcitable
2869,#Microsoft researchers want to turn your hand into a #touchscreen http://t.co/WJAB0tMQ via @arstechnica,neutral,neutral,unpredcitable
2870,Set up an environment where you get innovation. Share those expectations with your suppliers. #SIGSource #Microsoft,neutral,neutral,unpredcitable
2871,"RT @Surface: PC Podcast 39 (#GITEX, #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYn
Hear the latest with @Surface from  ...",neutral,neutral,unpredcitable
2872,"PC Podcast 39 (#GITEX, #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYn
Hear the latest with @Surface from GITEX in Dubai.",neutral,negative,unpredcitable
2873,"#Microsoft's plan for bringing its #BI tools to iOS, Android, and Windows 8
devices
http://ww... Read more at http://t.co/bhhgh5QC",neutral,neutral,unpredcitable
2874,Join us Wednesday Nov. 2 for a webinar featuring #Microsoft #Lync deployments with #snom #UC. Register today at http://t.co/B1pr1kIX #VAR,neutral,negative,unpredcitable
2875,"RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You ...",neutral,negative,unpredcitable
2876,RT @infamarketplace: Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/j ...,neutral,neutral,unpredcitable
2877,#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/otvmQxJ2,neutral,positive,unpredcitable
2878,"Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You rocked it, Ed! #fb",neutral,negative,unpredcitable
2879,RT @robakk: Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #Syste ...,neutral,neutral,unpredcitable
2880,RT @The_Victor2 HoloDesk: #Microsoft unveils technology that's one step closer to human/digital interaction. http://t.co/oP379ycF #hardware,neutral,positive,unpredcitable
2881,Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #SystemCenter,neutral,neutral,unpredcitable
2882,RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft ...,neutral,neutral,unpredcitable
2883,"RT @TheCloudNetwork: #Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http ...",neutral,negative,unpredcitable
2884,@hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft Tech Center Irvine,neutral,neutral,unpredcitable
2885,RT @DaveBakerD2L: RT @goVHS: #Microsoft has just released a case study featuring @goVHS and @Desire2Learn. http://t.co/iG4Qm3Sn #goVHS #D2L,neutral,neutral,unpredcitable
2886,"New #HPVirtualSystem 4 #Microsoft enhances development, deployment & mgmnt of IT http://t.co/Q3cbxvKb",neutral,negative,unpredcitable
2887,"By 4:30pm: For E-Commerce Times, Erika Morphy seeks experts re: #Microsoft ""Playful Learning"": pros/cons for kids: http://t.co/WPO9l63f",neutral,negative,unpredcitable
2888,"Steve Ballmer At Web 2.0: #Microsoft CEO Disses Android, #iPhone http://t.co/JivkVbAh #sem #mobile",neutral,negative,unpredcitable
2889,#Microsoft CEO on #Android: You Have to Be a #Computer #Scientist to Use It - huffington post http://t.co/7PDBvauM #tech #mobile,neutral,neutral,unpredcitable
2890,#microsoft,neutral,neutral,unpredcitable
2891,"With #Holodesk from #Microsoft research, you can manipulate 3-D, virtual images with your hands http://t.co/lTws9xvx",neutral,neutral,unpredcitable
2892,Spend $499 at a Microsoft Store and Get a Free Windows Phone http://t.co/1zRhXnVd #wp7 #wp7dev #windowsphone #Microsoft,neutral,negative,unpredcitable
2893,RT @WinBetaDotOrg: Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone,neutral,neutral,unpredcitable
2894,What’s new in the #Microsoft world after #bldwin? Find out at #DevReach in Europe. Register at,neutral,neutral,Q
2895,RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis,neutral,neutral,unpredcitable
2896,"#Microsoft, Steve Ballmer, speaks at Web 2.0 Summit in San Francisco: http://t.co/awtf2xJW #Bing #Android #Google #Apple #Amazon",neutral,negative,unpredcitable
2897,#Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis,neutral,neutral,unpredcitable
2898,#Microsoft's Ballmer Swipes at #Google http://t.co/Ve3LMoTn,neutral,neutral,unpredcitable
2899,Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone,neutral,neutral,unpredcitable
2900,Microsoft giving away free Windows Phones with a $499 purchase http://t.co/GHPcGCpX #Microsoft #Windows_Phone,neutral,neutral,unpredcitable
2901,#SIGSource Dawn Evans interviewing #Microsoft's Tim McBride in SIG's Inside Source exec video series. In a new role in financial operations,neutral,negative,unpredcitable
2902,"#Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http://t.co/5L3vWLZJ #TCN",neutral,negative,unpredcitable
2903,$4.5B #Nortel #IP Deal Still Under #DOJ Review: #Microsoft Exec (via @IPLaw360) http://t.co/DGIkwyoi #in,neutral,neutral,unpredcitable
2904,first steps to holographic user interfaces? http://t.co/XkavtOm9 #microsoft #research,neutral,neutral,Q
2905,New post: Touch Everywhere http://t.co/KKDup8v1 #microsoft #research #touch,neutral,neutral,unpredcitable
2906,Two Extremes of Touch Interaction #Microsoft #future #fb http://t.co/Di9QkGa5,neutral,neutral,unpredcitable
2907,@MSPartners can join: BizSpark http://t.co/YTyl8Wm0  or WebsiteSpark http://t.co/10AzXP9q! #Microsoft #MPN,neutral,neutral,unpredcitable
2908,Ballmer's vision for #Microsoft http://t.co/MWlPnWtM,neutral,neutral,unpredcitable
2909,RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft,neutral,negative,unpredcitable
2910,"CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces » http://t.co/PbwdSTmb http://t.co/0D4xV6D3",neutral,neutral,unpredcitable
2911,RT @calvinnieh: Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http:/ ...,neutral,neutral,unpredcitable
2912,Search Governance in #SharePoint 2010 http://t.co/xtqv4DW5 #microsoft,neutral,neutral,unpredcitable
2913,RT @HersheyTech: @tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #M ...,neutral,neutral,unpredcitable
2914,New #70-680 #Exam #Questions are available @techxams http://t.co/S0VxsRuU #Microsoft,neutral,neutral,unpredcitable
2915,#Microsoft applies for celebrity search #patent. #bing-o http://t.co/vaDvkMSk #HermanCain.co directs you to...#RonPaul http://t.co/8Qgp5J48,neutral,neutral,unpredcitable
2916,"RT @iphone4S_nerd: #Microsoft’s Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR",neutral,negative,unpredcitable
2917,Nokia to reveal multiple Windows Phone devices next http://t.co/0CIUtecX #mobile #nokia #microsoft,neutral,neutral,unpredcitable
2918,#Microsoft headquarters tomorrow! #Blogalicious @beblogalicious,neutral,neutral,unpredcitable
2919,"Microsoft's CEO, Steve Ballmer critics the user friendliness of Android. #Android #Google #Microsoft #WP7 http://t.co/rbEv95eE",neutral,negative,unpredcitable
2920,Learn how to keep Microsoft #Exchange costs low today at 11am Pacific.  Win with #Microsoft and #NetApp Webcast @ http://t.co/3NJAayMp,neutral,neutral,unpredcitable
2921,"#Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/5ExkV0L7 via @l_evenement",neutral,positive,unpredcitable
2922,Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/jw1UbODI @YSI,neutral,neutral,unpredcitable
2923,Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI,neutral,neutral,unpredcitable
2924,Survivable Branch Appliances & Basic Hybrid Gateways for #Microsoft #Lync and Office Communications Server http://t.co/MqUojAAf #Audiocodes,neutral,negative,unpredcitable
2925,Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft,neutral,negative,Q
2926,Microsoft applies for celebrity search patent #microsoft #bing: Microsoft has applied for a new patent that take... http://t.co/4qoQqDCY,neutral,neutral,unpredcitable
2927,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft,neutral,neutral,unpredcitable
2928,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/WABa8K9B,neutral,neutral,unpredcitable
2929,RT @TechZader: Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5LbarN3n,neutral,neutral,unpredcitable
2930,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/7kAorRKZ,neutral,neutral,unpredcitable
2931,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/mfgQuZKU #neowin,neutral,neutral,unpredcitable
2932,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5LbarN3n,neutral,neutral,unpredcitable
2933,Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity,neutral,neutral,unpredcitable
2934,Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7,neutral,neutral,unpredcitable
2935,"Not sure how I feel about the Black Keys playing at the U-Village Microsoft store. Guess they *are* getting paid, that's good. #Microsoft",neutral,negative,unpredcitable
2936,"http://t.co/J3p3KYHf
#Apple #Google #Microsoft #Blackberry #Nokia #HTC #Samsung #Motorola #WindowsPhone7 #iPhone #Android #Droid #Tablets",neutral,neutral,unpredcitable
2937,will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :),neutral,positive,unpredcitable
2938,Microsoft turns your body into a touchscreen http://t.co/8LbJuq4y #Microsoft,neutral,neutral,unpredcitable
2939,@DaniWeb MS business intelligence development studio. Where u create SSRS reports and SSIS packages. Wonderful world of #microsoft :),neutral,positive,unpredcitable
2940,Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft,neutral,neutral,unpredcitable
2941,Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft,neutral,neutral,unpredcitable
2942,"Join Brainware in ORLANDO 11/2-discuss financial best practices, automation tech w/speakers from #disney and #microsoft http://t.co/gLYzOXMc",neutral,negative,unpredcitable
2943,Did you know there is a #Microsoft Learning facebook page where you can find deals and course info #MCTSummitNA,neutral,neutral,unpredcitable
2944,Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/jkZqrnO6 #Excel #Microsoft,neutral,neutral,unpredcitable
2945,@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center,neutral,neutral,unpredcitable
